Reference Number,Date Entered,Concern Address,Disposition,Concern Type,Concern Description,Citation Fine Total,Balance Remaining
RAC-2021-01507,8/14/2021,853 MENLO DR,Issued Citation,Vacation Rental Noise/Party,12:28 a.m. - RP states party in the spa,1000,1000
RAC-2021-01373,7/30/2021,854 CIENEGA RD,Issued Citation,Vacation Rental Over Occupancy,At 4:28PM I received a call requesting assistance with an eviction for over occupancy.,500,500
RAC-2021-01352,7/28/2021,857 JAYBIRD LN,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,high volume talking on front porch.,0,0
RAC-2021-00222,3/13/2021,857 JAYBIRD LN,No Issue,Vacation Rental Over Occupancy,call came in at 12:01 pm about over occupancy at 857 jaybird ln,0,0
RAC-2021-01388,7/31/2021,857 JAYBIRD LN,No Issue,Vacation Rental Over Occupancy,5 cars parked in street.,0,0
RAC-2021-00293,3/27/2021,861 CAMERON DR,Issued Citation,Vacation Rental Noise/Party,call came in about music/noise 3:11 a.m.,500,0
RAC-2021-00303,3/28/2021,861 CAMERON DR,Issued Citation,Vacation Rental Noise/Party,R/P Stated the occupants had loud music and a party. She stated she complained about the same residence and occupants the night prior.,7000,0
RAC-2021-00605,5/16/2021,861 CAMERON DR,Issued Citation,Vacation Rental Noise/Party,Hi volume noise.,500,0
RAC-2021-00304,3/28/2021,861 CAMERON DR,Issued NOV,Vacation Rental Noise/Party,"Loud bass music. I`ve called twice on this party in the last 24 hrs.  Its 3:19 am and once again I`m woken up by their loud music. I know it seems like I`m just cranky, but I`m getting a little frustrated!",0,0
RAC-2021-00305,3/28/2021,861 CAMERON DR,Issued NOV,Vacation Rental Noise/Party,It`s 4:42. After a short break of blessed silence the music just starred up again.,0,0
RAC-2021-01021,7/3/2021,861 MENLO DR,Issues Resolved With Verbal Warning,Vacation Rental Parking,RP states there are two cars in his driveway at 862 Menlo that he believes belong to the rental across the street (861 Menlo).,0,0
RAC-2021-00248,3/20/2021,861 THRUSH,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,call came in at 10:25 pm  about loud music coming from unit 15.,0,0
RAC-2021-01047,7/5/2021,861 THRUSH DR,No Issue,Vacation Rental Noise/Party,Call came in at 11:51 for a noise complaint.,0,0
RAC-2021-00553,5/6/2021,864 MENLO DR,Issued Citation,Vacation Rental Noise/Party,,1500,1500
RAC-2021-00694,5/29/2021,870 TEHAMA DR,No Issue,Vacation Rental Parking,Rp states cars parked in street.,0,0
RAC-2021-00709,5/30/2021,870 TEHAMA DR,No Issue,Vacation Rental Noise/Party,R/P stated the occupants were outside talking loud.,0,0
RAC-2021-00574,5/11/2021,875 SILVER TIP DR,No Issue,Vacation Rental Parking,car parked in yard,0,0
RAC-2021-00168,3/1/2021,880 GEORGIA ST,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,"Deputies reported the homeowner observed the occupants on his cameras drinking, playing loud music and were in the spa after the spa hours.",0,0
RAC-2021-00129,2/25/2021,880 JAYBIRD LN,No Issue,Vacation Rental No License,Believe to be renting and not registered (expired November 2020). Inspections have been put off over and over for renters.,0,0
RAC-2021-00678,5/27/2021,889 ANDREW LN,Issued NOV,Vacation Rental Noise/Party,High volume noise,0,0
RAC-2021-01224,7/18/2021,889 ANDREW LN,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,RP stated yelling woke her up from a dead sleep. 12:20AM,0,0
RAC-2021-00970,6/27/2021,892 JEFFRIES ST,Issued Citation,Vacation Rental Noise/Party,amplified music.,500,500
RAC-2021-00507,5/1/2021,892 JEFFRIES ST,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,,0,0
RAC-2021-00316,3/29/2021,893 SILVERTIP DR,No Issue,Vacation Rental Noise/Party,playing loud music,0,0
RAC-2021-01470,8/9/2021,895 KNIGHT AVE,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,yelling,0,0
RAC-2021-01081,7/7/2021,895 MENLO DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,call came in at 10:22 pm about a party at a private home rental.,0,0
RAC-2021-01198,7/17/2021,906 ANDREW LN,No Issue,Vacation Rental No In-person Check-in,For some reason this app does not  pinpoint the correct address which is 960 Andrew Lane.   NOT CAMERON DR.  No one meet the guest at this home.,0,0
RAC-2021-01206,7/17/2021,907 CAMERON DR,Issues Resolved With Verbal Warning,Vacation Rental Parking,Off pavement.,0,0
RAC-2021-00904,6/22/2021,920 ANDREW LN,No Issue,Vacation Rental Noise/Party,R/P stated the occupants were having a loud party.,0,0
RAC-2021-00993,7/2/2021,920 ANDREW LN,No Issue,Vacation Rental Parking,Parking off driveway,0,0
RAC-2021-01200,7/17/2021,920 ANDREW LN,No Issue,Vacation Rental No In-person Check-in,No in-person check-in,0,0
RAC-2021-00114,2/22/2021,921 ELK RD,Issued Citation,Vacation Rental No In-person Check-in,Guests said they had no in person check in.,0,0
RAC-2021-00122,2/24/2021,921 ELK RD,Issued Citation,Vacation Rental No In-person Check-in,,0,0
RAC-2021-01195,7/17/2021,930 CAMERON DR,No Issue,Vacation Rental Noise/Party,Loud talking outside,0,0
RAC-2021-00664,5/23/2021,981 COLUSA LN,Issued Citation,Vacation Rental Noise/Party,rp states SO at property. Fighting/ cars in street.,1000,0
RAC-2021-01100,7/9/2021,981 COLUSA LN,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,amplified music/ yelling,0,0
RAC-2021-01108,7/9/2021,981 COLUSA LN,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,RP states very loud noise/party - VR,0,0
RAC-2021-01216,7/18/2021,981 COLUSA LN,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,RP states VR party/loud voices/noise,0,0
RAC-2021-01112,7/10/2021,981 COLUSA LN,No Issue,Vacation Rental Noise/Party,RP states that the party was not shut down when someone else called earlier. Loud partying ongoing. This is the 4th night in a row.,0,0
RAC-2021-01575,8/20/2021,981 COLUSA LN,No Issue,Vacation Rental Noise/Party,RP states overoccupancy/party/loud voices/music. Reoccurring issue.,0,0
RAC-2021-01578,8/20/2021,981 COLUSA LN,No Issue,Vacation Rental Noise/Party,"RP states after initial CO contact, occupant moved party inside but is still very loud.",0,0
RAC-2021-00259,3/20/2021,983 KNICKERBOCKER RD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,call came in about a vacation rental having a house party at approx. 1:30 am,0,0
RAC-2021-00270,3/21/2021,983 KNICKERBOCKER RD,No Issue,Vacation Rental Noise/Party,"Vacation renters are constantly trespassing onto our property. We have posted numerous No Tresspassing signs but they continue to come into our yard, sledding, exploring and littering. Their unleashed dogs come in our yard and leave waste.  Our No Tresspassing signs have been shot with BB gun pellets. We have contacted Lakefront Cabins almost every weekend to notify them that their renters are in our backyard but it continues to happen. We have requested that they notify the homeowner to put up fencing or some delineation of their property but have not gotten a reply.",0,0
RAC-2021-01359,7/29/2021,983 KNICKERBOCKER RD,No Issue,Vacation Rental Noise/Party,RP states too many cars and music being played loudly,0,0
RAC-2021-01281,7/24/2021,985 COLUSA LN,No Issue,Vacation Rental Noise/Party,RP states very noisy party at the house next door to 981 Colusa (probably 985),0,0
RAC-2021-01540,8/16/2021,986 CAMERON DR,Issued Citation,Vacation Rental Noise/Party,SO issued citation for music heard @ prop line,250,250
RAC-2021-00857,6/18/2021,999 CHERRY LN,No Issue,Vacation Rental Noise/Party,report of verbal fighting.,0,0
RAC-2021-00858,6/18/2021,999 CHERRY LN,No Issue,Vacation Rental Noise/Party,REPORT OF VERBAL FIGHTING.,0,0
RAC-2021-00969,6/27/2021,999 CHERRY LN,No Issue,Vacation Rental Noise/Party,load music,0,0
RAC-2021-00979,6/29/2021,BIG BEAR BLVD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,call came in about a barking dog. I wasn`t given the address,0,0
RAC-2021-01604,8/21/2021,BOYD TRL,No Issue,Vacation Rental Noise/Party,10:53 PM - RP states dog barking somewhere on the street for over 6 hours.  Doesn`t know address.,0,0
RAC-2021-01104,7/9/2021,FALCON AVE,No Issue,Vacation Rental Noise/Party,Call came in at 9:43PM about amplified music and noise at a VHR heard from a block away.,0,0
RAC-2021-00151,2/27/2021,N/A,No Issue,Vacation Rental Parking,parking on side of the street,0,0
RAC-2021-00558,5/8/2021,N/A,No Issue,Vacation Rental Noise/Party,Dog left alone and barking nonstop.,0,0
RAC-2021-01503,8/14/2021,STONY CREEK RD,No Issue,Vacation Rental Noise/Party,11:30 pm - RP stated loud party at unknown address on Stony Creek,0,0
RAC-2021-01605,8/21/2021,SUMMIT BLVD,No Issue,Vacation Rental Noise/Party,"11:09 PM - RP states she called FD for fire and after the FD left, she heard them call her a name and say they were going to turn up the noise so she could call in a noise complaint.  She reported the address as 619 Summit, mentioning that they were in the alley behind the house but there isn`t a 619 Summit in the system.  Please correct after responding.",0,0
RAC-2021-01322,7/25/2021,TALMADGE RD,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,Call came in about noisy people on deck,0,0
RAC-2021-01321,7/25/2021,WREN DR,Issues Resolved With Verbal Warning,Vacation Rental Noise/Party,Large party amplified music,0,0
,,,,,,,
,,,,,Totals," $550,559.50 "," $278,914.83 "
